track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
3vMIAawCfJdR6A86JGqLc5,0.467,0.445,0.628,0.0,0.344,128.399,2,Upbeat Happy Songs
1rc7RzuBYQ9KZIntUyEAVb,0.467,0.195,0.924,0.0,0.288,75.896,2,Upbeat Happy Songs
3QaPy1KgI7nu9FJEQUgn6h,0.467,0.247,0.612,0.000271,0.126,148.101,2,Upbeat Happy Songs
1aDoyG4LiKT3o4ZrQK1auW,0.467,0.492,0.234,0.0,0.156,74.945,2,Upbeat Happy Songs
62OElEtQe1qyPIq21QwR0T,0.467,0.41,0.152,2.96e-06,0.382,100.504,2,Upbeat Happy Songs
6ZgigeSB0XUMqc0jjzaq6d,0.559,0.373,0.898,0.0,0.684,103.786,2,Upbeat Happy Songs
3i058E8uxTsYqJ5NWZzqSj,0.559,0.535,0.719,0.000143,0.402,141.96,2,Upbeat Happy Songs
0aU10VlpxhIAuxGcGi87mB,0.559,0.499,0.725,0.179,0.773,151.423,2,Upbeat Happy Songs
5LisHkYlpdkqNYl1HZ5cKd,0.559,0.513,0.268,1.65e-05,0.159,86.002,2,Upbeat Happy Songs
2NmsngXHeC1GQ9wWrzhOMf,0.559,0.31,0.881,0.0,0.46,119.845,2,Upbeat Happy Songs
4jtyUzZm9WLc2AdaJ1dso7,0.559,0.716,0.737,0.0,0.504,176.618,2,Upbeat Happy Songs
73YUReisjb3A9ActdLLjJQ,0.559,0.334,0.87,0.0,0.211,122.079,2,Upbeat Happy Songs
2EFZ9emtKWEglWUQGEQ3P9,0.684,0.339,0.867,0.0,0.572,125.054,2,Upbeat Happy Songs
2eykhwXDu6k3DqvY0LBInw,0.684,0.449,0.869,0.0,0.341,66.165,2,Upbeat Happy Songs
3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,0.392,0.0,0.244,97.008,2,Upbeat Happy Songs
5a1iz510sv2W9Dt1MvFd5R,0.339,0.214,0.908,7.47e-06,0.363,94.775,2,Upbeat Happy Songs
44q2DhInsQYJ8X1q2H1RNj,0.339,0.273,0.729,0.0,0.304,96.804,2,Upbeat Happy Songs
2DuPBbS5mIldXnh7Wum8Cy,0.339,0.492,0.829,0.00377,0.102,151.865,2,Upbeat Happy Songs
1mnUouhbCs1F8HeH0OG8S2,0.464,0.328,0.737,0.0,0.282,79.879,2,Upbeat Happy Songs
5TvFfDlVoUWZvfqrhTJzD7,0.464,0.321,0.877,0.0,0.306,93.528,2,Upbeat Happy Songs
2GxCTEXhba060skpicYxTk,0.464,0.494,0.837,0.0,0.456,123.247,2,Upbeat Happy Songs
0NWqNXBJTpXbkI5rPWNy3p,0.464,0.417,0.421,0.000202,0.172,120.049,2,Upbeat Happy Songs
0Ie5uiv54KgCr7P4sYDTHl,0.553,0.476,0.647,0.0,0.558,113.401,2,Upbeat Happy Songs
0ZNU020wNYvgW84iljPkPP,0.553,0.413,0.687,2.33e-06,0.379,110.107,2,Upbeat Happy Songs
2DXK0YNGSqnaIEX5iaSIoK,0.553,0.48,0.597,0.00586,0.456,173.009,2,Upbeat Happy Songs
1WTdZjiHI4vYnENXLn69x0,0.553,0.202,0.87,0.000981,0.145,157.579,2,Upbeat Happy Songs
3EPXxR3ImUwfayaurPi3cm,0.553,0.586,0.697,0.0,0.443,126.684,2,Upbeat Happy Songs
5eCkuGPZNl4mISFNPgr3Dd,0.678,0.357,0.675,0.00569,0.0661,113.301,2,Upbeat Happy Songs
3XF5xLJHOQQRbWya6hBp7d,0.678,0.533,0.462,0.219,0.323,150.455,2,Upbeat Happy Songs
7795WJLVKJoAyVoOtCWqXN,0.678,0.484,0.529,2.01e-05,0.493,82.004,2,Upbeat Happy Songs
0tXq1ob3ysGZN2oK1abtyp,0.678,0.403,0.326,3.67e-06,0.528,127.997,2,Upbeat Happy Songs
78Du4CMFgnhdlG33gblkiP,0.678,0.264,0.753,0.0,0.528,121.722,2,Upbeat Happy Songs
6qBFSepqLCuh5tehehc1bd,0.678,0.355,0.759,7.06e-05,0.438,119.772,2,Upbeat Happy Songs
4HTkk2vceRNg08yGcRJtBS,0.678,0.497,0.129,0.0,0.225,77.471,2,Upbeat Happy Songs
3qQ6WFhcAx6LOH1UHz1c0U,0.678,0.484,0.735,0.0,0.219,190.04,2,Upbeat Happy Songs
3yjpv3Rk2gkHhfhgBjiUKS,0.928,0.355,0.16,0.000329,0.0715,120.042,2,Upbeat Happy Songs
2ug8lg1r1YRLj5lxygZEeQ,0.168,0.404,0.718,0.000286,0.0676,79.912,2,Upbeat Happy Songs
0wavGRldH0AWyu2zvTz8zb,0.336,0.161,0.968,0.00011,0.407,176.48,2,Upbeat Happy Songs
6NQchnlpozM5o4n6WfDznd,0.336,0.17,0.957,0.661,0.102,140.481,2,Upbeat Happy Songs
38fCEBQkO14rx8YEbjpRHg,0.336,0.404,0.462,3.93e-06,0.0872,75.8,2,Upbeat Happy Songs
07aAviYHmmianooIQN2JWq,0.336,0.358,0.732,0.0,0.322,78.313,2,Upbeat Happy Songs
2MWOqewf5j0qf2b6S5J6cS,0.461,0.267,0.834,2.03e-05,0.481,87.918,2,Upbeat Happy Songs
5oICWTlNXn1M3DHMaSk0uq,0.461,0.395,0.849,0.0,0.191,176.217,2,Upbeat Happy Songs
4pc01CAhGKx15PY23uPjHp,0.461,0.696,0.91,0.0,0.382,173.695,2,Upbeat Happy Songs
2CSRrnOEELmhpq8iaAi9cd,0.461,0.279,0.911,0.0,0.599,114.225,2,Upbeat Happy Songs
3xcHU7fOKHN4K6Tjs1cZtL,0.461,0.412,0.288,0.0,0.331,143.979,2,Upbeat Happy Songs
5hVSPIeAwc86xbKDWWpOAM,0.547,0.822,0.602,0.0,0.553,81.981,2,Upbeat Happy Songs
