track_id,danceability,energy,acousticness,instrumentalness,valence,tempo,Cluster,Cluster_Label
41ZoRomjH8tkdqItTnDGkM,0.589,0.92,0.0342,0.0,0.84,175.095,1,Relaxing Acoustic Tunes
0hy1SOTEn9ifXTzOwnCwEr,0.589,0.658,0.0242,0.0,0.251,77.521,1,Relaxing Acoustic Tunes
6ALiIRPSgKaMRu5PDBZvN8,0.589,0.601,0.00307,0.0,0.439,159.871,1,Relaxing Acoustic Tunes
74ZovzRxHBvCq5yIwe8boh,0.589,0.57,0.0456,1.51e-06,0.441,136.203,1,Relaxing Acoustic Tunes
6HM2tjTLqJi0poAkCdnNTB,0.589,0.684,0.143,0.0,0.261,112.592,1,Relaxing Acoustic Tunes
16oNc3gAxjqO7ifVoEYqCR,0.714,0.722,0.0735,0.0,0.439,143.019,1,Relaxing Acoustic Tunes
24XPxbzGwOlPKf1pdf1ZtW,0.714,0.68,0.00704,0.0,0.473,140.992,1,Relaxing Acoustic Tunes
1wHZx0LgzFHyeIZkUydNXq,0.714,0.527,0.00787,0.00015,0.123,131.046,1,Relaxing Acoustic Tunes
2vXbt6p8MASsy0rGMpgWdG,0.839,0.644,0.03,0.0,0.236,141.037,1,Relaxing Acoustic Tunes
1X8E4vVoOM3BpSQlEDSjjM,0.354,0.475,0.149,0.034,0.0393,114.975,1,Relaxing Acoustic Tunes
454h9zAIuTe1eJyw9iTnj4,0.479,0.906,0.0406,0.0,0.536,155.887,1,Relaxing Acoustic Tunes
4lxreqqyX8FBYgwClz3TRa,0.479,0.544,0.000567,0.0,0.402,148.742,1,Relaxing Acoustic Tunes
